year,round_of,winning_team_name,winning_team_seed,winning_team_score,losing_team_name,losing_team_seed,losing_team_score
2004,64,Saint Joseph's,1,82,Liberty,16,63
2004,64,Texas Tech,8,76,Charlotte,9,73
2004,64,Manhattan,12,75,Florida,5,60
2004,64,Wake Forest,4,79,VCU,13,78
2004,64,Wisconsin,6,76,Richmond,11,64
2004,64,Pittsburgh,3,53,Central Florida,14,44
2004,64,Memphis,7,59,South Carolina,10,43
2004,64,Oklahoma State,2,75,Eastern Washington,15,56
2004,32,Saint Joseph's,1,70,Texas Tech,8,65
2004,32,Wake Forest,4,84,Manhattan,12,80
2004,32,Pittsburgh,3,59,Wisconsin,6,55
2004,32,Oklahoma State,2,70,Memphis,7,53
2004,16,Saint Joseph's,1,84,Wake Forest,4,80
2004,16,Oklahoma State,2,63,Pittsburgh,3,51
2004,8,Oklahoma State,2,64,Saint Joseph's,1,62
2004,64,Kentucky,1,96,Florida A&M,16,76
2004,64,UAB,9,102,Washington,8,100
2004,64,Pacific,12,66,Providence,5,58
2004,64,Kansas,4,78,UIC,13,53
2004,64,Boston College,6,58,Utah,11,51
2004,64,Georgia Tech,3,65,Northern Iowa,14,60
2004,64,Nevada,10,72,Michigan State,7,66
2004,64,Gonzaga,2,76,Valparaiso,15,49
2004,32,UAB,9,76,Kentucky,1,75
2004,32,Kansas,4,78,Pacific,12,63
2004,32,Georgia Tech,3,57,Boston College,6,54
2004,32,Nevada,10,91,Gonzaga,2,72
2004,16,Kansas,4,100,UAB,9,74
2004,16,Georgia Tech,3,72,Nevada,10,67
2004,8,Georgia Tech,3,79,Kansas,4,71
2004,64,Duke,1,96,Alabama State,16,61
2004,64,Seton Hall,8,80,Arizona,9,76
2004,64,Illinois,5,72,Murray State,12,53
2004,64,Cincinnati,4,80,East Tennessee State,13,77
2004,64,North Carolina,6,63,Air Force,11,52
2004,64,Texas,3,66,Princeton,14,49
2004,64,Xavier,7,80,Louisville,10,70
2004,64,Mississippi State,2,85,Monmouth,15,52
2004,32,Duke,1,90,Seton Hall,8,62
2004,32,Illinois,5,92,Cincinnati,4,68
2004,32,Texas,3,78,North Carolina,6,75
2004,32,Xavier,7,89,Mississippi State,2,74
2004,16,Duke,1,72,Illinois,5,62
2004,16,Xavier,7,79,Texas,3,71
2004,8,Duke,1,66,Xavier,7,63
2004,64,Stanford,1,71,UTSA,16,45
2004,64,Alabama,8,65,Southern Illinois,9,64
2004,64,Syracuse,5,80,BYU,12,75
2004,64,Maryland,4,86,UTEP,13,83
2004,64,Vanderbilt,6,71,Western Michigan,11,58
2004,64,NC State,3,61,Louisiana–Lafayette,14,52
2004,64,DePaul,7,76,Dayton,10,69
2004,64,Connecticut,2,70,Vermont,15,53
2004,32,Alabama,8,70,Stanford,1,67
2004,32,Syracuse,5,72,Maryland,4,70
2004,32,Vanderbilt,6,75,North Carolina State,3,73
2004,32,Connecticut,2,72,DePaul,7,55
2004,16,Alabama,8,80,Syracuse,5,71
2004,16,Connecticut,2,73,Vanderbilt,6,53
2004,8,Connecticut,2,87,Alabama,8,71
2004,4,Georgia Tech,3,67,Oklahoma State,2,65
2004,4,Connecticut,2,79,Duke,1,78
2004,2,Connecticut,2,82,Georgia Tech,3,73
