year,round_of,winning_team_name,winning_team_seed,winning_team_score,losing_team_name,losing_team_seed,losing_team_score
1992,64,Missouri,5,89,West Virginia,12,78
1992,64,Seton Hall,4,78,La Salle,13,76
1992,64,Syracuse,6,51,Princeton,11,43
1992,64,Massachusetts,3,85,Fordham,14,58
1992,64,Iowa State,10,76,Charlotte,7,74
1992,64,Kentucky,2,88,Old Dominion,15,69
1992,32,Duke,1,75,Iowa,9,62
1992,32,Seton Hall,4,88,Missouri,5,71
1992,32,Massachusetts,3,77,Syracuse,6,71
1992,32,Kentucky,2,106,Iowa State,10,98
1992,16,Duke,1,81,Seton Hall,4,68
1992,16,Kentucky,2,87,Massachusetts,3,77
1992,8,Duke,1,104,Kentucky,2,103
1992,64,UCLA,1,73,Robert Morris,16,53
1992,64,Louisville,8,81,Wake Forest,9,58
1992,64,,12,81,DePaul,5,73
1992,64,Southwest Louisiana,13,87,Oklahoma,4,83
1992,64,Georgetown,6,75,South Florida,11,60
1992,64,Florida State,3,78,Montana,14,68
1992,64,LSU,7,94,BYU,10,83
1992,64,Indiana,2,94,Eastern Illinois,15,55
1992,32,UCLA,1,85,Louisville,8,69
1992,32,,12,81,Southwest Louisiana,13,73
1992,32,Florida State,3,78,Georgetown,6,68
1992,32,Indiana,2,89,LSU,7,79
1992,16,UCLA,1,85,,12,78
1992,16,Indiana,2,85,Florida State,3,74
1992,8,Indiana,2,106,UCLA,1,79
1992,64,Ohio State,1,83,Mississippi Valley State,16,56
1992,64,Connecticut,9,86,Nebraska,8,65
1992,64,Alabama,5,80,Stanford,12,75
1992,64,North Carolina,4,68,Miami (OH),13,63
1992,64,Michigan,6,73,Temple,11,66
1992,64,East Tennessee State,14,87,Arizona,3,80
1992,64,Tulane,10,61,St. John's,7,57
1992,64,Oklahoma State,2,100,Georgia Southern,15,73
1992,32,Ohio State,1,78,Connecticut,9,55
1992,32,North Carolina,4,64,Alabama,5,55
1992,32,Michigan,6,102,East Tennessee State,14,90
1992,32,Oklahoma State,2,87,Tulane,10,71
1992,16,Ohio State,1,80,North Carolina,4,73
1992,16,Michigan,6,75,Oklahoma State,2,72
1992,8,Michigan ,6,75,Ohio State,1,71
1992,64,Kansas,1,100,Howard,16,67
1992,64,UTEP,9,55,Evansville,8,50
1992,64,Michigan State,5,61,Southwest Missouri State,12,54
1992,64,Cincinnati,4,85,Delaware,13,47
1992,64,Memphis State,6,80,Pepperdine,11,70
1992,64,Arkansas,3,80,Murray State,14,69
1992,64,Georgia Tech,7,65,Houston,10,60
1992,64,USC,2,84,Northeast Louisiana,15,54
1992,32,UTEP,9,66,Kansas,1,60
1992,32,Cincinnati,4,77,Michigan State,5,65
1992,32,Memphis State,6,82,Arkansas,3,80
1992,32,Georgia Tech,7,79,USC,2,78
1992,16,Cincinnati,4,69,UTEP,9,67
1992,16,Memphis State,6,83,Georgia Tech,7,79
1992,8,Cincinnati,4,88,Memphis State,6,57
1992,4,Duke,1,81,Indiana,2,78
1992,4,,6,76,Cincinnati,4,72
1992,2,Duke,1,71,,6,51
1991,64,North Carolina,1,101,Northeastern,16,66
1991,64,Villanova,9,50,Princeton,8,48
1991,64,Eastern Michigan,12,76,Mississippi State,5,56
1991,64,Penn State,13,74,UCLA,4,69
1991,64,NC State,6,114,Southern Miss,11,85
1991,64,Oklahoma State,3,67,New Mexico,14,54
1991,64,Temple,10,80,Purdue,7,63
1991,64,Richmond,15,73,Syracuse,2,69
1991,32,North Carolina,1,84,Villanova,9,69
1991,32,Eastern Michigan,12,71,Penn State,13,68
1991,32,Oklahoma State,3,73,NC State,6,64
1991,32,Temple,10,77,Richmond,15,64
1991,16,North Carolina,1,93,Eastern Michigan,12,67
1991,16,Temple,10,72,Oklahoma State,3,63
1991,8,North Carolina,1,75,Temple,10,72
1991,64,Arkansas,1,117,Georgia State,16,76
1991,64,Arizona State,8,79,Rutgers,9,76
1991,64,Wake Forest,5,71,Louisiana Tech,12,65
1991,64,Alabama,4,89,Murray State,13,79
1991,64,Pittsburgh,6,76,Georgia,11,68
1991,64,Kansas,3,55,New Orleans,14,49
1991,64,Florida State,7,75,USC,10,72
1991,64,Indiana,2,79,Coastal Carolina,15,69
1991,32,Arkansas,1,97,Arizona State,8,90
1991,32,Alabama,4,96,Wake Forest,5,88
1991,32,Kansas,3,77,Pittsburgh,6,66
1991,32,Indiana,2,82,Florida State,7,60
1991,16,Arkansas,1,93,Alabama,4,70
1991,16,Kansas,3,83,Indiana,2,65
1991,8,Kansas,3,93,Arkansas,1,81
1991,64,Ohio State,1,97,Towson State,16,86
1991,64,Georgia Tech,8,87,DePaul,9,70
1991,64,Texas,5,73,Saint Peter's,12,65
1991,64,St. John's,4,75,Northern Illinois,13,68
1991,64,Connecticut,11,79,LSU,6,62
1991,64,Xavier,14,89,Nebraska,3,84
1991,64,Iowa,7,76,East Tennessee State,10,73
1991,64,Duke,2,102,Northeast Louisiana,15,73
1991,32,Ohio State,1,65,Georgia Tech,8,61
1991,32,St. John's,4,84,Texas,5,76
1991,32,Connecticut,11,66,Xavier,14,50
1991,32,Duke,2,85,Iowa,7,70
1991,16,St. John's,4,91,Ohio State,1,74
1991,16,Duke,2,81,Connecticut,11,67
1991,8,Duke,2,78,St. John's,4,61
1991,64,UNLV,1,99,Montana,16,65
1991,64,Georgetown,8,70,Vanderbilt,9,60
1991,64,Michigan State,5,60,Wisconsin–Green Bay,12,58
1991,64,Utah,4,82,South Alabama,13,72
1991,64,Creighton,11,64,New Mexico State,6,56
1991,64,Seton Hall,3,71,Pepperdine,14,51
1991,64,BYU,10,61,Virginia,7,48
1991,64,Arizona,2,93,Saint Francis (PA),15,80
1991,32,UNLV,1,62,Georgetown,8,54
1991,32,Utah,4,85,Michigan State,5,84
1991,32,Seton Hall,3,81,Creighton,11,69
1991,32,Arizona,2,76,BYU,10,61
1991,16,UNLV,1,83,Utah,4,66
1991,16,Seton Hall,3,81,Arizona,2,77
1991,8,UNLV,1,77,Seton Hall,3,65
1991,4,Kansas,3,79,North Carolina,1,73
1991,4,Duke,2,79,UNLV,1,77
1991,2,Duke,2,72,Kansas,3,65
1990,64,Connecticut,1,76,Boston University,16,52
1990,64,California,9,65,Indiana,8,63
1990,64,Clemson,5,49,BYU,12,47
1990,64,La Salle,4,79,Southern Miss,13,63
1990,64,St. John's,6,81,Temple,11,65
1990,64,Duke,3,81,Richmond,14,46
1990,64,UCLA,7,68,UAB,10,56
1990,64,Kansas,2,79,Robert Morris,15,71
1990,32,Connecticut,1,74,California,9,54
1990,32,Clemson,5,79,La Salle,4,75
1990,32,Duke,3,76,St. John's,6,72
1990,32,UCLA,7,71,Kansas,2,70
1990,16,Connecticut,1,71,Clemson,5,70
1990,16,Duke,3,90,UCLA,7,81
1990,8,Duke,3,79,Connecticut,1,78
1990,64,Oklahoma,1,77,Towson State,16,68
1990,64,North Carolina,8,83,SW Missouri State,9,70
1990,64,Dayton,12,88,Illinois,5,86
1990,64,Arkansas,4,68,Princeton,13,64
1990,64,Xavier,6,87,Kansas State,11,79
1990,64,Georgetown,3,70,Texas Southern,14,52
1990,64,Texas,10,100,Georgia,7,88
1990,64,Purdue,2,75,Northeast Louisiana,15,63
1990,32,North Carolina,8,79,Oklahoma,1,77
1990,32,Arkansas,4,86,Dayton,12,84
1990,32,Xavier,6,74,Georgetown,3,71
1990,32,Texas,10,73,Purdue,2,72
1990,16,Arkansas,4,96,North Carolina,8,73
1990,16,Texas,10,102,Xavier,6,89
1990,8,Arkansas,4,88,Texas,10,85
1990,64,Michigan State,1,75,Murray State,16,71
1990,64,UC Santa Barbara,9,70,Houston,8,66
1990,64,LSU,5,70,Villanova,12,63
1990,64,Georgia Tech,4,99,East Tennessee State,13,83
1990,64,Minnesota,6,64,UTEP,11,61
1990,64,Northern Iowa,14,74,Missouri,3,71
1990,64,Virginia,7,75,Notre Dame,10,67
1990,64,Syracuse,2,70,Coppin State,15,48
1990,32,Michigan State,1,62,UC Santa Barbara,9,58
1990,32,Georgia Tech,4,94,LSU,5,91
1990,32,Minnesota,6,81,Northern Iowa,14,78
1990,32,Syracuse,2,63,Virginia,7,61
1990,16,Georgia Tech,4,81,Michigan State,1,80
1990,16,Minnesota,6,82,Syracuse,2,75
1990,8,Georgia Tech,4,93,Minnesota,6,91
1990,64,UNLV,1,102,Arkansas–Little Rock,16,72
1990,64,Ohio State,8,84,Providence,9,83
1990,64,Ball State,12,54,Oregon State,5,53
1990,64,Louisville,4,78,Idaho,13,59
1990,64,Loyola Marymount,11,111,New Mexico State,6,92
1990,64,Michigan,3,76,Illinois State,14,70
1990,64,Alabama,7,71,Colorado State,10,54
1990,64,Arizona,2,79,South Florida,15,67
1990,32,UNLV,1,76,Ohio State,8,65
1990,32,Ball State,12,62,Louisville,4,60
1990,32,Loyola Marymount,11,149,Michigan,3,115
1990,32,Alabama,7,77,Arizona,2,55
1990,16,UNLV,1,69,Ball State,12,67
1990,16,Loyola Marymount,11,62,Alabama,7,60
1990,8,UNLV,1,131,Loyola Marymount,11,101
1990,4,Duke,3,97,Arkansas,4,83
1990,4,UNLV,1,90,Georgia Tech,4,81
1990,2,UNLV,1,103,Duke,3,73
1989,64,Georgetown,1,50,Princeton,16,49
1989,64,Notre Dame,9,81,Vanderbilt,8,65
1989,64,NC State,5,81,South Carolina,12,66
1989,64,Iowa,4,87,Rutgers,13,73
1989,64,Minnesota,11,86,Kansas State,6,75
1989,64,Siena,14,80,Stanford,3,78
1989,64,West Virginia,7,84,Tennessee,10,68
1989,64,Duke,2,90,South Carolina State,15,69
1989,32,Georgetown,1,81,Notre Dame,9,74
1989,32,NC State,5,102,Iowa,4,96
1989,32,Minnesota,11,80,Siena,14,67
1989,32,Duke,2,70,West Virginia,7,63
1989,16,Georgetown,1,69,NC State,5,61
1989,16,Duke,2,87,Minnesota,11,70
1989,8,Duke,2,85,Georgetown,1,77
1989,64,Arizona,1,94,Robert Morris,16,60
1989,64,Clemson,9,83,Saint Mary's,8,70
1989,64,DePaul,12,66,Memphis State,5,63
1989,64,UNLV,4,68,Idaho,13,56
1989,64,Evansville,11,94,Oregon State,6,90
1989,64,Seton Hall,3,60,Southwest Missouri State,14,51
1989,64,UTEP,7,85,LSU,10,74
1989,64,Indiana,2,99,George Mason,15,85
1989,32,Arizona,1,94,Clemson,9,68
1989,32,UNLV,4,85,DePaul,12,70
1989,32,Seton Hall,3,87,Evansville,11,73
1989,32,Indiana,2,92,UTEP,7,69
1989,16,UNLV,4,68,Arizona,1,67
1989,16,Seton Hall,3,78,Indiana,2,65
1989,8,Seton Hall,3,84,UNLV,4,61
1989,64,Oklahoma,1,72,East Tennessee State,16,71
1989,64,Louisiana Tech,9,83,La Salle,8,74
1989,64,Virginia,5,100,Providence,12,97
1989,64,Middle Tennessee State,13,97,Florida State,4,83
1989,64,South Alabama,11,86,Alabama,6,84
1989,64,Michigan,3,92,Xavier,14,87
1989,64,UCLA,7,84,Iowa State,10,74
1989,64,North Carolina,2,93,Southern,15,79
1989,32,Oklahoma,1,124,Louisiana Tech,9,81
1989,32,Virginia,5,104,Middle Tennessee State,13,88
1989,32,Michigan,3,91,South Alabama,11,82
1989,32,North Carolina,2,88,UCLA,7,81
1989,16,Virginia,5,86,Oklahoma,1,80
1989,16,Michigan,3,92,North Carolina,2,87
1989,8,Michigan,3,102,Virginia,5,65
1989,64,Illinois,1,77,McNeese State,16,71
1989,64,Ball State,9,68,Pittsburgh,8,64
1989,64,Arkansas,5,120,Loyola Marymount,12,101
1989,64,Louisville,4,76,Arkansas–Little Rock,13,71
1989,64,Texas,11,76,Georgia Tech,6,70
1989,64,Missouri,3,85,Creighton,14,69
1989,64,Colorado State,10,68,Florida,7,46
1989,64,Syracuse,2,104,Bucknell,15,81
1989,32,Illinois,1,72,Ball State,9,60
1989,32,Louisville,4,93,Arkansas,5,84
1989,32,Missouri,3,108,Texas,11,89
1989,32,Syracuse,2,65,Colorado State,10,50
1989,16,Illinois,1,83,Louisville,4,69
1989,16,Syracuse,2,83,Missouri,3,80
1989,8,Illinois,1,89,Syracuse,2,86
1989,4,Seton Hall,3,95,Duke,2,78
1989,4,Michigan,3,83,Illinois,1,81
1989,2,Michigan,3,80,Seton Hall,3,79
1988,64,Temple,1,87,Lehigh,16,73
1988,64,Georgetown,8,66,LSU,9,63
1988,64,Georgia Tech,5,90,Iowa State,12,78
1988,64,Richmond,13,72,Indiana,4,69
1988,64,Rhode Island,11,87,Missouri,6,80
1988,64,Syracuse,3,69,North Carolina A&T,14,55
1988,64,SMU,7,83,Notre Dame,10,75
1988,64,Duke,2,85,Boston University,15,69
1988,32,Temple,1,74,Georgetown,8,53
1988,32,Richmond,13,59,Georgia Tech,5,55
1988,32,Rhode Island,11,97,Syracuse,3,94
1988,32,Duke,2,94,SMU,7,79
1988,16,Temple,1,69,Richmond,13,47
1988,16,Duke,2,73,Rhode Island,11,72
1988,8,Duke,2,63,Temple,1,53
1988,64,Purdue,1,94,Fairleigh Dickinson,16,79
1988,64,Memphis,9,75,Baylor,8,60
1988,64,DePaul,5,83,Wichita State,12,62
1988,64,Kansas State,4,66,La Salle,13,53
1988,64,Kansas,6,85,Xavier,11,72
1988,64,Murray State,14,78,NC State,3,75
1988,64,Vanderbilt,7,80,Utah State,10,77
1988,64,Pittsburgh,2,108,Eastern Michigan,15,90
1988,32,Purdue,1,100,Memphis,9,73
1988,32,Kansas State,4,66,DePaul,5,58
1988,32,Kansas,6,61,Murray State,14,58
1988,32,Vanderbilt,7,80,Pittsburgh,2,74
1988,16,Kansas State,4,73,Purdue,1,70
1988,16,Kansas,6,77,Vanderbilt,7,64
1988,8,Kansas,6,71,Kansas State,4,58
1988,64,Oklahoma,1,94,Chattanooga,16,66
1988,64,Auburn,8,90,Bradley,9,86
1988,64,Louisville,5,70,Oregon State,12,61
1988,64,BYU,4,98,Charlotte,13,92
1988,64,Villanova,6,82,Arkansas,11,74
1988,64,Illinois,3,81,UTSA,14,72
1988,64,,7,92,UC Santa Barbara,10,82
1988,64,,2,99,Southern,15,84
1988,32,Oklahoma,1,107,Auburn,8,87
1988,32,Louisville,5,97,BYU,4,76
1988,32,Villanova,6,66,Illinois,3,63
1988,32,,2,90,,7,81
1988,16,Oklahoma,1,108,Louisville,5,98
1988,16,Villanova,6,80,,2,74
1988,8,Oklahoma,1,78,Villanova,6,59
1988,64,Arizona,1,90,Cornell,16,50
1988,64,Seton Hall,8,80,UTEP,9,64
1988,64,Iowa,5,102,Florida State,12,98
1988,64,UNLV,4,54,Southwest Missouri State,13,50
1988,64,Florida,6,62,St. John's,11,59
1988,64,Michigan,3,63,Boise State,14,58
1988,64,Loyola Marymount,10,119,Wyoming,7,115
1988,64,North Carolina,2,83,North Texas State,15,65
1988,32,Arizona,1,84,Seton Hall,8,55
1988,32,Iowa,5,104,UNLV,4,86
1988,32,Michigan,3,108,Florida,6,85
1988,32,North Carolina,2,123,Loyola Marymount,10,97
1988,16,Arizona,1,99,Iowa,5,79
1988,16,North Carolina,2,78,Michigan,3,69
1988,8,Arizona,1,70,North Carolina,2,52
1988,4,Kansas,6,66,Duke,2,59
1988,4,Oklahoma,1,86,Arizona,1,78
1988,2,Kansas,6,83,Oklahoma,1,79
1987,64,North Carolina,1,113,Penn,16,82
1987,64,Michigan,9,97,Navy,8,82
1987,64,Notre Dame,5,84,Middle Tennessee State,12,71
1987,64,TCU,4,76,Marshall,13,60
1987,64,Florida,6,82,NC State,11,70
1987,64,Purdue,3,104,Northeastern,14,95
1987,64,Western Kentucky,10,64,West Virginia,7,62
1987,64,Syracuse,2,79,Georgia Southern,15,73
1987,32,North Carolina,1,109,Michigan,9,97
1987,32,Notre Dame,5,58,TCU,4,57
1987,32,Florida,6,85,Purdue,3,66
1987,32,Syracuse,2,104,Western Kentucky,10,86
1987,16,North Carolina,1,74,Notre Dame,5,68
1987,16,Syracuse,2,87,Florida,6,81
1987,8,Syracuse,2,79,North Carolina,1,75
1987,64,Georgetown,1,75,Bucknell,16,53
1987,64,Ohio State,9,91,Kentucky,8,77
1987,64,Kansas,5,66,Houston,12,55
1987,64,Southwest Missouri State,13,65,Clemson,4,60
1987,64,Providence,6,90,UAB,11,68
1987,64,Austin Peay,14,68,Illinois,3,67
1987,64,New Orleans,7,83,BYU,10,79
1987,64,Alabama,2,88,North Carolina A&T,15,71
1987,32,Georgetown,1,82,Ohio State,9,79
1987,32,Kansas,5,67,Southwest Missouri State,13,63
1987,32,Providence,6,90,Austin Peay,14,87
1987,32,Alabama,2,101,New Orleans,7,76
1987,16,Georgetown,1,70,Kansas,5,57
1987,16,Providence,6,103,Alabama,2,82
1987,8,Providence,6,88,Georgetown,1,73
1987,64,Indiana,1,92,Fairfield,16,58
1987,64,Auburn,8,62,San Diego,9,61
1987,64,Duke,5,58,Texas A&M,12,51
1987,64,Xavier,13,70,Missouri,4,69
1987,64,St. John's,6,57,Wichita State,11,55
1987,64,DePaul,3,76,Louisiana Tech,14,62
1987,64,LSU,10,85,Georgia Tech,7,79
1987,64,Temple,2,75,Southern,15,56
1987,32,Indiana,1,107,Auburn,8,90
1987,32,Duke,5,65,Xavier,13,60
1987,32,DePaul,3,83,St. John's,6,75
1987,32,LSU,10,72,Temple,2,62
1987,16,Indiana,1,88,Duke,5,82
1987,16,LSU,10,63,DePaul,3,58
1987,8,Indiana,1,77,LSU,10,76
1987,64,UNLV,1,95,Idaho State,16,70
1987,64,Kansas State,9,82,Georgia,8,79
1987,64,Wyoming,12,64,Virginia,5,60
1987,64,UCLA,4,92,Central Michigan,13,73
1987,64,Oklahoma,6,74,Tulsa,11,69
1987,64,Pittsburgh,3,93,Marist,14,68
1987,64,UTEP,7,98,Arizona,10,91
1987,64,Iowa,2,99,Santa Clara,15,76
1987,32,UNLV,1,80,Kansas State,9,61
1987,32,Wyoming,12,78,UCLA,4,68
1987,32,Oklahoma,6,96,Pittsburgh,3,93
1987,32,Iowa,2,84,UTEP,7,82
1987,16,UNLV,1,92,Wyoming,12,78
1987,16,Iowa,2,93,Oklahoma,6,91
1987,8,UNLV,1,84,Iowa,2,81
1987,4,Syracuse,2,77,Providence,6,63
1987,4,Indiana,1,97,UNLV,1,93
1987,2,Indiana,1,74,Syracuse,2,73
1986,64,Duke,1,85,Mississippi Valley State,16,78
1986,64,Old Dominion,8,72,West Virginia,9,64
1986,64,DePaul,12,72,Virginia,5,68
1986,64,Oklahoma,4,80,Northeastern,13,74
1986,64,Saint Joseph's,6,60,Richmond,11,59
1986,64,Cleveland State,14,83,Indiana,3,79
1986,64,Navy,7,87,Tulsa,10,68
1986,64,Syracuse,2,101,Brown,15,52
1986,32,Duke,1,89,Old Dominion,8,61
1986,32,DePaul,12,74,Oklahoma,4,69
1986,32,Cleveland State,14,75,Saint Joseph's,6,69
1986,32,Navy,7,97,Syracuse,2,85
1986,16,Duke,1,74,DePaul,12,67
1986,16,Navy,7,71,Cleveland State,14,70
1986,8,Duke,1,71,Navy,7,50
1986,64,Kansas,1,71,North Carolina A&T,16,46
1986,64,Temple,9,61,Jacksonville,8,50
1986,64,Michigan State,5,72,Washington,12,70
1986,64,Georgetown,4,70,Texas Tech,13,64
1986,64,NC State,6,66,Iowa,11,64
1986,64,Arkansas–Little Rock,14,90,Notre Dame,3,83
1986,64,Iowa State,7,81,Miami (OH),10,79
1986,64,Michigan,2,70,Akron,15,64
1986,32,Kansas,1,65,Temple,9,43
1986,32,Michigan State,5,80,Georgetown,4,68
1986,32,NC State,6,80,Arkansas–Little Rock,14,66
1986,32,Iowa State,7,72,Michigan,2,69
1986,16,Kansas,1,96,Michigan State,5,86
1986,16,NC State,6,70,Iowa State,7,66
1986,8,Kansas,1,75,NC State,6,67
1986,64,Kentucky,1,75,Davidson,16,55
1986,64,Western Kentucky,8,67,Nebraska,9,59
1986,64,Alabama,5,97,Xavier,12,80
1986,64,Illinois,4,75,Fairfield,13,51
1986,64,LSU,11,94,Purdue,6,87
1986,64,,3,95,Ball State,14,63
1986,64,Villanova,10,71,Virginia Tech,7,62
1986,64,Georgia Tech,2,68,Marist,15,53
1986,32,Kentucky,1,71,Western Kentucky,8,64
1986,32,Alabama,5,58,Illinois,4,56
1986,32,LSU,11,83,,3,81
1986,32,Georgia Tech,2,66,Villanova,10,61
1986,16,Kentucky,1,68,Alabama,5,63
1986,16,LSU,11,70,Georgia Tech,2,64
1986,8,LSU,11,59,Kentucky,1,57
1986,64,St. John's,1,83,Montana State,16,74
1986,64,Auburn,8,73,Arizona,9,63
1986,64,Maryland,5,69,Pepperdine,12,64
1986,64,UNLV,4,74,Northeast Louisiana,13,51
1986,64,UAB,6,66,Missouri,11,64
1986,64,North Carolina,3,84,Utah,14,72
1986,64,Bradley,7,83,UTEP,10,65
1986,64,Louisville,2,93,Drexel,15,73
1986,32,Auburn,8,81,St. John's,1,65
1986,32,UNLV,4,70,Maryland,5,64
1986,32,North Carolina,3,77,UAB,6,59
1986,32,Louisville,2,82,Bradley,7,68
1986,16,Auburn,8,70,UNLV,4,63
1986,16,Louisville,2,94,North Carolina,3,79
1986,8,Louisville,2,84,Auburn,8,76
1986,4,Duke,1,71,Kansas,1,67
1986,4,Louisville,2,88,LSU,11,77
1986,2,Louisville,2,72,Duke,1,69
1985,64,Georgetown,1,68,Lehigh,16,43
1985,64,Virginia Tech,9,87,Temple,8,60
1985,64,SMU,5,85,Old Dominion,12,68
1985,64,Loyola–Chicago,4,59,Iona,13,58
1985,64,Georgia,6,67,Wichita State,11,59
1985,64,Illinois,3,76,Northeastern,14,57
1985,64,Syracuse,7,70,DePaul,10,65
1985,64,Georgia Tech,2,65,Mercer,15,58
1985,32,Georgetown,1,63,Virginia Tech,9,46
1985,32,Loyola Chicago,4,70,SMU,5,57
1985,32,Illinois,3,74,Georgia,6,58
1985,32,Georgia Tech,2,70,Syracuse,7,53
1985,16,Georgetown,1,65,Loyola Chicago,4,53
1985,16,Georgia Tech,2,61,Illinois,3,53
1985,8,Georgetown,1,60,Georgia Tech,2,54
1985,64,St John's,1,83,Southern,16,59
1985,64,Arkansas,9,63,Iowa,8,54
1985,64,Kentucky,12,66,Washington,5,58
1985,64,UNLV,4,85,San Diego State,13,80
1985,64,UTEP,11,79,Tulsa,6,75
1985,64,NC State,3,65,Nevada,14,56
1985,64,Alabama,7,50,Arizona,10,41
1985,64,VCU,2,81,Marshall,15,65
1985,32,St John's,1,68,Arkansas,9,65
1985,32,Kentucky,12,64,UNLV,4,61
1985,32,NC State,3,86,UTEP,11,73
1985,32,Alabama,7,63,VCU,2,59
1985,16,St John's,1,86,Kentucky,12,70
1985,16,NC State,3,61,Alabama,7,55
1985,8,St. John's,1,69,NC State,3,60
1985,64,Michigan,1,59,Fairleigh Dickinson,16,55
1985,64,Villanova,8,51,Dayton,9,49
1985,64,Maryland,5,69,Miami (OH),12,68
1985,64,Navy,13,78,LSU,4,55
1985,64,Auburn,11,59,Purdue,6,58
1985,64,Kansas,3,49,Ohio,14,38
1985,64,Notre Dame,7,79,Oregon State,10,70
1985,64,North Carolina,2,76,Middle Tennessee State,15,57
1985,32,Villanova,8,59,Michigan,1,55
1985,32,Maryland,5,64,Navy,13,59
1985,32,Auburn,11,66,Kansas,3,64
1985,32,North Carolina,2,60,Notre Dame,7,58
1985,16,Villanova,8,46,Maryland,5,43
1985,16,North Carolina,2,62,Auburn,11,56
1985,8,Villanova,8,56,North Carolina,2,44
1985,64,Oklahoma,1,96,North Carolina A&T,16,83
1985,64,Illinois State,9,58,USC,8,55
1985,64,Louisiana Tech,5,78,Pittsburgh,12,54
1985,64,Ohio State,4,75,Iowa State,13,64
1985,64,Boston College,11,55,Texas Tech,6,53
1985,64,Duke,3,75,Pepperdine,14,62
1985,64,UAB,7,70,Michigan State,10,68
1985,64,Memphis State#,2,67,Penn,15,55
1985,32,Oklahoma,1,75,Illinois State,9,69
1985,32,Louisiana Tech,5,79,Ohio State,4,67
1985,32,Boston College,11,74,Duke,3,73
1985,32,Memphis State#,2,67,UAB,7,66
1985,16,Oklahoma,1,86,Louisiana Tech,5,84
1985,16,Memphis State#,2,59,Boston College,11,57
1985,8,Memphis State#,2,63,Oklahoma,1,61
1985,4,Georgetown,1,77,St Johns,1,59
1985,4,Villanova,8,52,Memphis St. #,2,45
1985,2,Villanova,8,66,Georgetown,1,64
