year,round_of,winning_team_name,winning_team_seed,winning_team_score,losing_team_name,losing_team_seed,losing_team_score
2007,64,Florida,1,112,Jackson State,16,69
2007,64,Purdue,9,72,Arizona,8,63
2007,64,Butler,5,57,Old Dominion,12,46
2007,64,Maryland,4,82,Davidson,13,70
2007,64,Winthrop,11,74,Notre Dame,6,64
2007,64,Oregon,3,58,Miami (Ohio),14,56
2007,64,UNLV,7,67,Georgia Tech,10,63
2007,64,Wisconsin,2,76,Texas A&M-CC,15,63
2007,32,Florida,1,74,Purdue,9,67
2007,32,Butler,5,62,Maryland,4,59
2007,32,Oregon,3,75,Winthrop,11,61
2007,32,UNLV,7,74,Wisconsin,2,68
2007,16,Florida,1,65,Butler,5,57
2007,16,Oregon,3,76,UNLV,7,72
2007,8,Florida,1,85,Oregon,3,77
2007,64,Kansas,1,107,Niagara,16,67
2007,64,Kentucky,8,67,Villanova,9,58
2007,64,Virginia Tech,5,54,Illinois,12,52
2007,64,Southern Illinois,4,61,Holy Cross,13,51
2007,64,VCU,11,79,Duke,6,77
2007,64,Pittsburgh,3,79,Wright State,14,58
2007,64,Indiana,7,70,Gonzaga,10,57
2007,64,UCLA,2,70,Weber State,15,42
2007,32,Kansas,1,88,Kentucky,8,76
2007,32,Southern Illinois,4,63,Virginia Tech,5,48
2007,32,Pittsburgh,3,84,VCU,11,79
2007,32,UCLA,2,54,Indiana,7,49
2007,16,Kansas,1,61,Southern Illinois,4,58
2007,16,UCLA,2,64,Pittsburgh,3,55
2007,8,UCLA,2,68,Kansas,1,55
2007,64,North Carolina,1,86,Eastern Kentucky,16,65
2007,64,Michigan State,9,61,Marquette,8,49
2007,64,USC,5,77,Arkansas,12,60
2007,64,Texas,4,79,New Mexico State,13,67
2007,64,Vanderbilt,6,77,George Washington,11,44
2007,64,Washington State,3,70,Oral Roberts,14,54
2007,64,Boston College,7,84,Texas Tech,10,75
2007,64,Georgetown,2,80,Belmont,15,55
2007,32,North Carolina,1,81,Michigan State,9,67
2007,32,USC,5,87,Texas,4,68
2007,32,Vanderbilt,6,78,Washington State,3,74
2007,32,Georgetown,2,62,Boston College,7,55
2007,16,North Carolina,1,74,USC,5,64
2007,16,Georgetown,2,66,Vanderbilt,6,65
2007,8,Georgetown,2,96,North Carolina,1,84
2007,64,Ohio State,1,78,Central Connecticut State,16,57
2007,64,Xavier,9,79,BYU,8,77
2007,64,Tennessee,5,121,Long Beach State,12,86
2007,64,Virginia,4,84,Albany,13,57
2007,64,Louisville,6,78,Stanford,11,58
2007,64,Texas A&M,3,68,Penn,14,52
2007,64,Nevada,7,77,Creighton,10,71
2007,64,Memphis,2,73,North Texas,15,58
2007,32,Ohio State,1,78,Xavier,9,71
2007,32,Tennessee,5,77,Virginia,4,74
2007,32,Texas A&M,3,72,Louisville,6,69
2007,32,Memphis,2,78,Nevada,7,62
2007,16,Ohio State,1,85,Tennessee,5,84
2007,16,Memphis,2,65,Texas A&M,3,64
2007,8,Ohio State,1,92,Memphis,2,76
2007,4,Florida,1,76,UCLA,2,66
2007,4,Ohio State,1,67,Georgetown,2,60
2007,2,Florida,1,84,Ohio State,1,75
